"renewables.opinion","alloc.fossil","alloc.wind","alloc.solar","alloc.hydro","alloc.nuclear","trump.approval","democrat","republican","libDem","conRep","age","male","white","edu","college","inc","trump.cue","climate.cue","control"
2,31,7,9,18,35,4,0,1,0,1,37,1,1,1,0,"3",0,1,0
4,29,14,13,14,30,1,0,1,0,1,48,0,1,5,1,"4",0,1,0
5,25,15,15,5,40,1,1,0,0,0,58,1,1,4,0,"6",0,1,0
4,18,23,26,12,21,1,0,1,0,1,31,0,1,5,1,"6",0,1,0
3,40,5,15,15,25,4,0,0,0,0,58,1,1,5,1,"3",0,1,0
5,30,30,20,15,5,1,1,0,1,0,32,0,1,1,0,"1",0,1,0
4,15,27,44,14,0,4,0,1,0,0,42,1,1,5,1,"3",0,1,0
5,0,30,50,20,0,1,1,0,1,0,60,0,1,4,0,"3",0,1,0
4,0,19,28,38,15,1,1,0,1,0,25,0,1,1,0,"3",0,1,0
3,60,5,10,5,20,4,0,1,0,1,43,1,1,1,0,"3",0,1,0
5,0,30,30,30,10,1,1,0,1,0,73,0,1,3,0,"3",0,1,0
5,0,33,33,34,0,1,1,0,1,0,24,0,1,3,0,"1",0,1,0
4,15,25,25,25,10,1,1,0,1,0,45,0,1,6,1,"11",0,1,0
1,50,2,2,2,44,5,0,1,0,1,36,1,1,5,1,"7",0,1,0
5,5,10,37,28,20,1,1,0,1,0,47,1,1,5,1,"5",0,1,0
2,65,5,5,0,25,5,0,1,0,1,62,0,1,5,1,"4",0,1,0
4,33,25,21,21,0,3,0,0,0,0,35,0,1,2,0,"1",0,1,0
4,50,15,10,10,15,4,0,1,0,1,62,0,1,4,0,"4",0,1,0
4,10,30,30,15,15,1,1,0,1,0,41,1,1,6,1,"11",0,1,0
5,5,30,30,15,20,1,1,0,1,0,29,0,1,6,1,"6",0,1,0
4,40,10,10,10,30,4,0,1,0,1,65,0,1,1,0,"4",0,1,0
5,20,20,25,15,20,1,1,0,1,0,34,1,1,6,1,"6",0,1,0
3,25,20,35,20,0,2,0,1,0,1,47,0,1,3,0,"1",0,1,0
4,25,20,25,10,20,1,1,0,1,0,55,0,1,5,1,"10",0,1,0
3,10,30,30,30,0,2,1,0,1,0,34,1,1,5,1,"7",0,1,0
4,20,30,20,0,30,3,0,1,0,1,48,0,1,6,1,"8",0,1,0
2,31,15,15,5,34,1,0,0,0,0,32,1,1,1,0,"9",0,1,0
2,50,16,34,0,0,5,0,1,0,1,49,1,1,3,0,"4",0,1,0
3,36,8,6,10,40,2,0,1,0,1,28,1,1,5,1,"8",0,1,0
5,10,20,40,10,20,1,1,0,1,0,45,0,1,6,1,"6",0,1,0
5,18,30,23,10,19,1,1,0,1,0,44,0,1,6,1,"11",0,1,0
5,0,25,25,40,10,1,1,0,1,0,51,0,1,5,1,"6",0,1,0
2,39,11,5,13,32,4,0,1,0,1,41,1,1,5,1,"6",0,1,0
5,0,4,80,15,1,1,1,0,1,0,70,0,1,6,1,"2",0,1,0
5,58,10,7,7,18,1,1,0,1,0,29,0,0,2,0,"3",0,1,0
4,20,5,15,5,55,4,0,1,0,1,60,1,1,2,0,"7",0,1,0
4,20,20,20,10,30,1,0,0,0,0,67,0,1,2,0,"2",0,1,0
5,20,30,30,10,10,1,1,0,1,0,40,0,1,5,1,"3",0,1,0
5,0,20,25,25,30,1,1,0,1,0,35,1,1,1,0,"7",0,1,0
5,0,30,30,30,10,1,1,0,1,0,47,0,1,5,1,"11",0,1,0
4,20,30,30,5,15,1,1,0,1,0,40,0,1,5,1,"3",0,1,0
5,22,25,25,10,18,1,1,0,1,0,44,0,1,5,1,"3",0,1,0
5,30,21,16,12,21,1,1,0,1,0,27,0,1,2,0,"3",0,1,0
5,0,100,0,0,0,1,1,0,1,0,42,0,0,4,0,"3",0,1,0
1,58,0,1,5,36,5,0,1,0,1,39,1,1,6,1,"10",0,1,0
3,30,35,25,5,5,3,0,0,0,0,42,0,1,3,0,"2",0,1,0
4,30,20,15,10,25,1,1,0,1,0,36,1,1,1,0,"1",0,1,0
4,25,1,15,35,24,2,0,1,0,1,37,1,1,5,1,"2",0,1,0
4,0,30,60,10,0,1,0,1,0,0,45,1,1,5,1,"5",0,1,0
5,0,31,27,27,15,1,1,0,1,0,46,1,1,4,0,"2",0,1,0
5,20,25,30,15,10,1,1,0,1,0,36,0,1,6,1,"4",0,1,0
5,0,6,8,6,80,1,1,0,1,0,61,0,1,5,1,"4",0,1,0
5,0,33,36,20,11,1,1,0,1,0,32,1,1,6,1,"11",0,1,0
5,30,15,20,10,25,1,1,0,1,0,37,0,1,5,1,"6",0,1,0
5,0,40,55,5,0,4,1,0,0,0,30,1,1,5,1,"4",0,1,0
4,28,15,19,9,29,4,0,1,0,1,36,0,1,5,1,"5",0,1,0
4,20,18,17,10,35,1,1,0,1,0,24,1,0,5,1,"4",0,1,0
3,5,1,3,1,90,4,0,1,0,1,80,1,1,2,0,"3",0,1,0
5,10,30,30,25,5,1,0,1,0,1,39,0,1,5,1,"6",0,1,0
4,4,38,43,15,0,1,1,0,1,0,57,0,1,5,1,"5",0,1,0
5,10,40,40,5,5,1,1,0,1,0,70,0,1,4,0,"4",0,1,0
4,10,5,5,5,75,2,0,1,0,1,55,1,1,5,1,"2",0,1,0
5,5,30,25,15,25,1,1,0,1,0,25,1,1,5,1,"5",0,1,0
4,10,30,30,20,10,2,1,0,1,0,70,1,1,1,0,"8",0,1,0
5,0,20,50,20,10,1,1,0,1,0,41,0,1,6,1,"11",0,1,0
4,18,18,47,10,7,3,0,1,0,1,38,1,1,1,0,"5",0,1,0
4,10,30,30,20,10,2,0,0,0,0,53,1,1,4,0,"4",0,1,0
5,10,25,49,16,0,1,1,0,1,0,38,1,1,6,1,"10",0,1,0
4,9,38,35,6,12,3,0,1,0,1,35,1,1,4,0,"2",0,1,0
5,0,33,34,33,0,1,1,0,1,0,63,0,1,5,1,"3",0,1,0
5,20,30,20,10,20,4,0,1,0,1,54,0,1,1,0,"3",0,1,0
2,19,25,27,14,15,1,1,0,0,0,49,0,1,6,1,"11",0,1,0
5,20,30,25,0,25,1,0,1,0,1,46,1,1,8,1,"11",0,1,0
5,5,25,45,15,10,1,1,0,0,0,36,1,0,2,0,"5",0,1,0
5,1,30,30,30,9,1,1,0,1,0,85,1,1,6,1,"1",0,1,0
5,50,10,15,15,10,2,0,1,0,1,56,0,1,2,0,"8",0,1,0
4,10,50,40,0,0,1,0,1,0,1,62,1,1,5,1,"5",0,1,0
3,5,5,50,20,20,1,0,0,0,0,67,0,1,2,0,"2",0,1,0
4,20,25,25,20,10,1,1,0,0,0,55,1,1,5,1,"1",0,1,0
5,0,25,41,34,0,1,1,0,1,0,41,1,1,5,1,"6",0,1,0
5,6,31,37,26,0,1,1,0,1,0,51,0,1,6,1,"5",0,1,0
4,60,20,10,8,2,1,1,0,1,0,48,0,1,5,1,"6",0,1,0
3,40,30,10,10,10,2,0,1,0,1,79,0,1,2,0,"3",0,1,0
3,50,5,5,40,0,1,0,0,0,0,66,0,1,3,0,"1",0,1,0
3,5,5,5,10,75,1,0,1,0,1,54,1,1,6,1,"9",0,1,0
5,5,45,20,10,20,1,1,0,1,0,44,0,1,6,1,"5",0,1,0
5,0,25,50,25,0,1,1,0,1,0,67,0,1,6,1,"3",0,1,0
5,25,25,30,10,10,5,1,0,1,0,40,0,1,1,0,"1",0,1,0
1,0,0,0,10,90,2,0,1,0,1,42,1,1,6,1,"6",0,1,0
5,20,25,25,10,20,1,1,0,0,0,57,0,1,6,1,"7",0,1,0
5,5,25,25,10,35,1,1,0,1,0,62,0,1,2,0,"8",0,1,0
5,32,15,25,10,18,1,1,0,1,0,37,0,1,6,1,"8",0,1,0
4,6,22,20,21,31,1,1,0,1,0,34,1,0,5,1,"6",0,1,0
5,6,33,31,19,11,1,0,0,0,0,44,1,0,2,0,"1",0,1,0
5,10,25,25,5,35,1,1,0,0,0,39,1,1,6,1,"8",0,1,0
5,1,43,30,25,1,1,1,0,1,0,40,0,1,6,1,"11",0,1,0
5,0,33,34,33,0,3,0,0,0,0,50,1,0,3,0,"4",0,1,0
5,5,25,55,10,5,1,1,0,1,0,36,0,0,2,0,"5",0,1,0
3,50,2,3,10,35,4,0,1,0,1,59,1,1,5,1,"8",0,1,0
2,10,10,10,20,50,4,0,1,0,1,74,1,1,3,0,"5",0,1,0
3,20,10,53,17,0,3,0,0,0,0,39,0,1,1,0,"6",0,1,0
4,40,15,15,5,25,2,1,0,1,0,43,0,1,6,1,"5",0,1,0
3,10,10,5,25,50,4,0,1,0,1,40,1,1,1,0,"4",0,1,0
3,0,33,34,33,0,1,1,0,0,0,26,0,1,2,0,"11",0,1,0
4,15,25,30,20,10,3,0,1,0,1,47,0,1,5,1,"9",0,1,0
5,30,15,23,7,25,1,0,0,0,0,38,1,1,5,1,"5",0,1,0
5,0,35,24,21,20,1,1,0,1,0,47,0,1,5,1,"3",0,1,0
4,30,10,20,30,10,3,0,0,0,0,27,1,0,4,0,"7",0,1,0
4,30,30,40,0,0,3,0,0,0,0,25,0,1,2,0,"2",0,1,0
4,10,60,10,20,0,2,0,1,0,0,43,0,1,2,0,"4",0,1,0
1,50,0,7,10,33,5,0,1,0,1,50,0,1,8,1,"3",0,1,0
4,10,40,30,15,5,1,1,0,1,0,44,0,1,4,0,"4",0,1,0
5,10,32,25,15,18,1,1,0,1,0,30,0,1,5,1,"3",0,1,0
5,0,25,25,10,40,1,1,0,1,0,38,1,1,2,0,"5",0,1,0
2,20,10,20,15,35,5,0,1,0,1,58,1,0,5,1,"5",0,1,0
4,10,30,27,23,10,1,1,0,1,0,39,0,1,1,0,"3",0,1,0
5,40,15,20,10,15,1,1,0,1,0,28,1,1,5,1,"7",0,1,0
5,0,35,35,10,20,1,1,0,1,0,30,0,1,4,0,"3",0,1,0
4,39,19,24,18,0,4,0,1,0,1,36,1,0,8,1,"10",0,1,0
5,0,33,33,34,0,4,0,1,0,0,37,1,0,2,0,"2",0,1,0
5,25,20,35,6,14,1,1,0,1,0,76,1,1,5,1,"3",0,1,0
4,31,25,13,10,21,4,1,0,0,0,48,0,1,5,1,"3",0,1,0
3,65,5,2,1,27,3,0,0,0,0,78,0,1,5,1,"6",0,1,0
5,10,60,10,8,12,1,1,0,1,0,27,1,1,8,1,"5",0,1,0
1,75,5,3,2,15,4,0,1,0,1,35,0,1,4,0,"7",0,1,0
4,35,35,20,5,5,5,0,1,0,1,46,0,1,6,1,"10",0,1,0
5,10,10,10,20,50,1,1,0,1,0,48,1,1,5,1,"4",0,1,0
5,20,25,25,20,10,5,1,0,1,0,33,1,0,5,1,"7",0,1,0
4,15,20,30,10,25,1,1,0,1,0,55,0,1,5,1,"2",0,1,0
5,10,20,30,20,20,1,0,0,0,0,29,0,1,1,0,"4",0,1,0
5,40,30,10,20,0,3,1,0,0,0,41,0,0,4,0,"2",0,1,0
5,0,25,70,5,0,1,1,0,1,0,56,1,1,4,0,"4",0,1,0
5,10,21,31,26,12,1,1,0,1,0,48,0,1,2,0,"4",0,1,0
5,5,15,35,20,25,1,1,0,1,0,42,0,1,5,1,"2",0,1,0
5,5,60,20,10,5,1,1,0,1,0,42,0,1,6,1,"6",0,1,0
4,40,15,20,15,10,3,0,1,0,0,54,0,1,2,0,"2",0,1,0
5,0,20,50,5,25,4,0,0,0,0,35,1,1,2,0,"9",0,1,0
5,0,24,40,30,6,1,1,0,1,0,33,1,1,5,1,"4",0,1,0
5,5,30,60,5,0,1,1,0,1,0,54,0,1,5,1,"2",0,1,0
4,23,21,21,23,12,5,0,1,0,1,33,1,1,5,1,"3",0,1,0
5,5,40,40,5,10,1,1,0,1,0,65,1,1,8,1,"11",0,1,0
5,5,25,30,20,20,1,1,0,1,0,25,0,1,2,0,"1",0,1,0
5,10,30,30,30,0,1,1,0,1,0,30,0,1,4,0,"3",0,1,0
5,0,30,15,25,30,1,1,0,1,0,31,1,1,5,1,"6",0,1,0
5,0,40,25,25,10,1,1,0,1,0,40,0,1,1,0,"1",0,1,0
3,16,59,25,0,0,1,0,0,0,0,29,0,1,5,1,"4",0,1,0
4,4,37,53,4,2,3,0,1,0,1,69,0,1,5,1,"2",0,1,0
5,20,30,30,20,0,1,1,0,1,0,28,0,1,4,0,"5",0,1,0
4,15,30,25,20,10,1,1,0,1,0,29,0,1,5,1,"1",0,1,0
4,5,25,45,25,0,1,1,0,1,0,32,0,1,5,1,"3",0,1,0
3,20,25,25,25,5,4,0,1,0,1,76,0,1,6,1,"5",0,1,0
3,70,5,20,3,2,2,0,1,0,0,33,0,1,5,1,"4",0,1,0
4,50,15,10,10,15,1,0,1,0,0,40,0,1,2,0,"11",0,1,0
5,58,7,5,15,15,3,0,1,0,1,31,0,1,5,1,"10",0,1,0
5,0,27,56,17,0,1,1,0,1,0,34,0,1,2,0,"3",0,1,0
5,25,20,20,20,15,1,1,0,1,0,48,0,1,5,1,"4",0,1,0
3,5,5,5,10,75,1,0,0,0,0,23,1,0,5,1,"4",0,1,0
4,0,25,50,25,0,3,0,1,0,1,35,0,1,3,0,"6",0,1,0
4,20,20,30,30,0,4,0,1,0,1,53,0,1,5,1,"9",0,1,0
5,10,25,25,20,20,4,0,1,0,1,42,0,1,5,1,"2",0,1,0
4,35,15,15,10,25,4,0,1,0,1,51,1,1,5,1,"1",0,1,0
4,10,30,40,10,10,1,0,0,0,0,30,0,1,6,1,"6",0,1,0
5,0,40,40,10,10,1,0,0,0,0,57,0,1,3,0,"8",0,1,0
5,0,33,42,20,5,2,1,0,1,0,44,1,1,1,0,"2",0,1,0
5,0,20,50,25,5,1,1,0,1,0,38,1,1,2,0,"2",0,1,0
5,5,30,20,30,15,1,0,0,0,0,45,1,1,3,0,"4",0,1,0
3,40,10,50,0,0,1,1,0,1,0,49,0,1,6,1,"6",0,1,0
5,0,30,50,5,15,1,1,0,1,0,50,1,1,5,1,"2",0,1,0
4,13,17,21,27,22,4,0,1,0,1,56,0,1,2,0,"4",0,1,0
4,25,5,25,5,40,3,0,0,0,0,36,1,1,2,0,"2",0,1,0
5,2,35,58,5,0,1,1,0,1,0,51,1,1,6,1,"6",0,1,0
4,5,20,10,5,60,1,1,0,1,0,29,0,1,5,1,"2",0,1,0
3,40,5,40,5,10,1,1,0,1,0,33,0,1,5,1,"6",0,1,0
5,5,35,35,5,20,1,1,0,1,0,60,1,1,5,1,"6",0,1,0
5,10,32,58,0,0,1,1,0,0,0,26,0,0,4,0,"8",0,1,0
3,20,20,20,10,30,1,0,1,0,1,37,1,1,5,1,"4",0,1,0
4,20,20,20,20,20,3,0,0,0,0,39,1,1,4,0,"2",0,1,0
3,27,17,38,4,14,4,0,1,0,1,28,0,1,4,0,"5",0,1,0
3,20,10,20,20,30,4,0,1,0,0,41,1,1,2,0,"3",0,1,0
5,5,30,50,10,5,1,1,0,1,0,42,0,1,2,0,"4",0,1,0
4,20,25,15,10,30,1,1,0,1,0,45,0,1,5,1,"5",0,1,0
5,20,25,50,2,3,1,1,0,1,0,49,0,1,6,1,"11",0,1,0
5,0,15,20,15,50,1,1,0,1,0,48,1,1,2,0,"3",0,1,0
5,1,43,44,7,5,1,1,0,1,0,19,0,1,2,0,"9",0,1,0
4,9,30,30,26,5,1,1,0,1,0,45,1,1,5,1,"7",0,1,0
3,30,20,10,10,30,4,0,1,0,1,59,0,1,5,1,"4",0,1,0
1,13,37,10,13,27,5,0,1,0,1,50,0,1,6,1,"6",0,1,0
4,20,25,35,20,0,2,0,0,0,0,19,0,1,2,0,"5",0,1,0
5,20,25,25,15,15,1,1,0,1,0,63,1,1,4,0,"2",0,1,0
4,0,20,20,10,50,1,0,0,0,0,28,0,1,6,1,"4",0,1,0
5,20,20,14,10,36,5,0,1,0,1,23,0,1,1,0,"2",0,1,0
3,0,25,50,25,0,2,0,0,0,0,33,1,1,1,0,"2",0,1,0
5,17,27,25,20,11,1,1,0,1,0,34,1,0,4,0,"6",0,1,0
4,35,28,26,11,0,4,0,1,0,1,39,0,1,1,0,"3",0,1,0
4,30,15,35,10,10,1,1,0,1,0,59,0,1,5,1,"3",0,1,0
5,20,20,20,20,20,2,0,0,0,0,27,1,0,2,0,"5",0,1,0
5,0,33,32,10,25,1,1,0,1,0,27,0,1,7,1,"4",0,1,0
4,27,14,21,22,16,1,1,0,1,0,30,0,0,2,0,"2",0,1,0
5,45,10,10,10,25,1,1,0,1,0,63,1,1,8,1,"3",0,1,0
5,0,20,60,20,0,1,0,0,0,0,48,0,1,2,0,"6",0,1,0
3,60,0,10,6,24,3,0,1,0,1,36,0,1,2,0,"5",0,1,0
5,10,50,30,5,5,1,1,0,1,0,68,0,1,4,0,"2",0,1,0
5,10,40,20,25,5,2,0,0,0,0,22,1,0,1,0,"2",0,1,0
4,35,15,25,20,5,3,1,0,0,0,54,0,0,4,0,"4",0,1,0
5,20,30,18,13,19,1,0,0,0,0,40,0,1,7,1,"11",0,1,0
3,20,20,20,20,20,4,0,1,0,1,45,0,1,5,1,"8",0,1,0
5,20,30,25,15,10,3,0,0,0,0,32,0,1,5,1,"4",0,1,0
4,20,30,30,10,10,1,1,0,1,0,44,1,1,5,1,"8",0,1,0
3,20,60,20,0,0,2,0,1,0,1,59,0,1,2,0,"1",0,1,0
5,5,15,50,10,20,1,1,0,1,0,46,0,1,5,1,"2",0,1,0
4,30,10,10,20,30,4,0,1,0,1,37,1,1,3,0,"2",0,1,0
5,5,34,34,10,17,1,1,0,1,0,33,0,1,4,0,"5",0,1,0
4,25,22,20,15,18,4,0,1,0,1,68,0,1,5,1,"5",0,1,0
5,0,20,50,10,20,1,1,0,1,0,27,1,1,1,0,"1",0,1,0
4,11,19,45,20,5,2,1,0,1,0,36,0,0,4,0,"1",0,1,0
5,0,30,50,20,0,1,1,0,1,0,65,0,1,2,0,"2",0,1,0
4,10,29,28,25,8,1,1,0,1,0,29,0,1,5,1,"6",0,1,0
5,0,30,30,30,10,1,1,0,1,0,56,0,1,5,1,"1",0,1,0
4,50,15,7,10,18,1,0,0,0,0,65,0,1,2,0,"8",0,1,0
4,40,10,30,5,15,4,0,1,0,1,42,1,1,1,0,"3",0,1,0
4,30,20,30,10,10,3,0,1,0,1,44,0,1,5,1,"6",0,1,0
5,10,20,22,31,17,3,0,0,0,0,40,0,1,6,1,"4",0,1,0
5,28,42,21,9,0,1,1,0,1,0,78,0,1,5,1,"3",0,1,0
3,35,15,15,10,25,5,0,1,0,1,41,1,1,5,1,"7",0,1,0
4,10,40,30,10,10,1,1,0,1,0,40,0,1,4,0,"5",0,1,0
4,25,25,15,17,18,3,0,1,0,1,35,0,1,6,1,"4",0,1,0
3,10,10,65,10,5,1,0,1,0,1,40,0,1,3,0,"5",0,1,0
5,15,20,35,15,15,1,1,0,1,0,45,1,1,2,0,"2",0,1,0
5,5,15,30,10,40,1,1,0,1,0,57,0,1,6,1,"5",0,1,0
5,36,29,35,0,0,1,0,1,0,0,25,1,1,5,1,"3",0,1,0
5,0,45,45,5,5,1,1,0,0,0,45,1,1,7,1,"8",0,1,0
3,75,5,10,5,5,2,1,0,1,0,46,0,0,3,0,"1",0,1,0
4,15,30,46,9,0,1,0,0,0,0,21,1,1,2,0,"1",0,1,0
5,10,50,20,5,15,1,1,0,1,0,78,0,1,6,1,"3",0,1,0
3,28,15,19,18,20,3,0,1,0,1,32,0,0,5,1,"4",0,1,0
5,18,25,20,19,18,1,1,0,0,0,26,0,1,4,0,"6",0,1,0
2,75,10,5,5,5,4,0,1,0,1,53,0,1,4,0,"8",0,1,0
5,0,30,30,30,10,1,1,0,1,0,58,0,1,2,0,"1",0,1,0
4,20,10,30,20,20,4,0,1,0,1,36,0,0,6,1,"3",0,1,0
4,15,15,21,24,25,4,0,1,0,1,53,0,1,5,1,"5",0,1,0
5,20,25,25,20,10,1,1,0,1,0,37,1,1,6,1,"6",0,1,0
5,0,33,34,33,0,1,1,0,1,0,54,1,1,6,1,"2",0,1,0
5,0,10,20,10,60,1,1,0,1,0,31,1,1,5,1,"1",0,1,0
5,18,16,17,23,26,1,1,0,1,0,31,1,1,5,1,"2",0,1,0
2,51,2,2,45,0,1,0,0,0,0,46,0,1,4,0,"1",0,1,0
4,25,25,25,25,0,3,0,1,0,1,43,0,1,5,1,"11",0,1,0
5,30,15,25,10,20,1,1,0,1,0,42,1,1,5,1,"6",0,1,0
5,0,6,7,7,80,1,1,0,1,0,18,1,1,2,0,"5",0,1,0
5,25,23,25,10,17,1,1,0,1,0,23,0,1,2,0,"3",0,1,0
4,40,15,14,10,21,2,1,0,1,0,49,1,1,5,1,"8",0,1,0
3,38,18,26,4,14,4,0,0,0,0,66,1,1,6,1,"6",0,1,0
1,90,0,0,0,10,5,0,1,0,1,50,0,1,4,0,"1",0,1,0
3,48,20,5,0,27,2,0,1,0,1,46,0,1,2,0,"3",0,1,0
5,30,25,20,10,15,1,1,0,1,0,41,0,1,7,1,"7",0,1,0
5,40,20,8,7,25,1,1,0,1,0,26,0,1,5,1,"3",0,1,0
5,0,25,25,25,25,1,1,0,1,0,39,0,1,5,1,"6",0,1,0
4,20,30,30,10,10,5,0,1,0,1,52,0,1,2,0,"2",0,1,0
3,31,23,17,13,16,4,0,1,0,1,49,0,1,4,0,"4",0,1,0
5,0,50,50,0,0,1,1,0,1,0,42,0,1,2,0,"5",0,1,0
3,0,0,10,0,90,1,0,0,0,0,28,1,1,5,1,"10",0,1,0
4,20,10,20,20,30,1,1,0,1,0,38,1,0,5,1,"4",0,1,0
5,10,20,50,10,10,2,1,0,0,0,50,0,1,3,0,"1",0,1,0
5,1,35,28,16,20,2,1,0,1,0,35,0,1,6,1,"5",0,1,0
4,0,20,30,40,10,1,1,0,0,0,43,1,1,5,1,"11",0,1,0
3,29,16,15,22,18,1,1,0,1,0,42,1,1,5,1,"8",0,1,0
4,10,30,15,25,20,3,0,1,0,1,32,1,1,1,0,"4",0,1,0
3,32,31,22,0,15,3,1,0,0,0,25,0,0,5,1,"5",0,1,0
4,25,24,27,10,14,1,0,0,0,0,46,1,0,2,0,"8",0,1,0
5,0,40,40,10,10,1,1,0,1,0,32,1,0,6,1,"1",0,1,0
4,32,19,19,30,0,1,0,0,0,0,54,0,0,5,1,"3",0,1,0
3,36,49,12,3,0,1,0,0,0,0,36,0,0,5,1,"3",0,1,0
5,5,20,25,40,10,1,0,1,0,1,46,1,0,7,1,"7",0,1,0
4,40,10,25,5,20,3,0,1,0,0,18,1,0,2,0,"6",0,1,0
4,40,20,35,5,0,2,0,1,0,1,67,0,1,5,1,"3",0,1,0
4,30,20,10,15,25,4,0,0,0,0,43,0,0,6,1,"8",0,1,0
4,30,20,15,10,25,4,0,1,0,1,31,1,0,2,0,"4",0,1,0
4,5,35,35,20,5,1,1,0,1,0,45,0,0,6,1,"7",0,1,0
5,18,14,55,6,7,1,1,0,1,0,32,0,0,6,1,"5",0,1,0
4,35,20,10,10,25,2,1,0,1,0,23,0,0,2,0,"7",0,1,0
5,0,50,25,25,0,1,1,0,1,0,62,0,1,2,0,"2",0,1,0
5,0,40,45,5,10,1,1,0,1,0,67,0,1,4,0,"3",0,1,0
4,10,30,20,20,20,1,1,0,1,0,69,0,1,1,0,"3",0,1,0
5,5,20,40,10,25,1,1,0,0,0,50,0,0,5,1,"8",0,1,0
5,10,25,30,25,10,1,1,0,0,0,44,0,0,1,0,"5",0,1,0
5,10,15,33,22,20,1,1,0,1,0,22,0,0,5,1,"5",0,1,0
3,27,25,36,3,9,3,0,1,0,1,19,1,0,2,0,"2",0,1,0
2,25,3,6,15,51,5,0,1,0,1,66,1,1,1,0,"7",0,1,0
4,30,25,25,10,10,1,0,0,0,0,36,1,0,6,1,"11",0,1,0
5,5,20,50,15,10,1,1,0,1,0,61,0,1,2,0,"1",0,1,0
3,40,15,35,10,0,4,0,1,0,1,49,0,0,5,1,"9",0,1,0
4,51,22,27,0,0,4,0,1,0,1,53,0,0,4,0,"6",0,1,0
4,18,24,41,17,0,4,0,1,0,1,30,1,1,5,1,"6",0,1,0
4,40,15,10,10,25,2,0,0,0,0,39,1,0,2,0,"2",0,1,0
4,27,16,15,10,32,1,1,0,1,0,39,1,0,2,0,"4",0,1,0
4,17,18,16,19,30,4,0,1,0,1,35,0,1,5,1,"5",0,1,0
5,10,50,30,10,0,1,1,0,1,0,60,0,1,4,0,"3",0,1,0
4,20,20,20,20,20,1,1,0,1,0,35,0,0,4,0,"8",0,1,0
4,33,20,9,23,15,1,1,0,0,0,47,0,0,2,0,"2",0,1,0
3,8,24,54,14,0,1,1,0,1,0,29,0,0,5,1,"4",0,1,0
5,9,57,22,11,1,1,1,0,1,0,26,0,0,5,1,"3",0,1,0
5,10,20,20,7,43,1,0,0,0,0,44,1,0,5,1,"3",0,1,0
4,30,30,25,10,5,1,0,0,0,0,42,0,0,4,0,"3",0,1,0
5,5,21,31,38,5,1,1,0,1,0,38,0,0,2,0,"2",0,1,0
5,15,46,24,15,0,1,1,0,1,0,54,0,0,5,1,"7",0,1,0
2,25,20,16,16,23,1,1,0,0,0,31,0,0,2,0,"1",0,1,0
4,10,25,25,25,15,1,1,0,1,0,38,0,0,5,1,"10",0,1,0
4,15,20,25,20,20,1,1,0,1,0,41,0,0,5,1,"5",0,1,0
4,40,20,20,15,5,2,1,0,1,0,28,0,0,8,1,"8",0,1,0
4,20,0,30,10,40,3,0,1,0,1,42,0,0,5,1,"6",0,1,0
5,10,21,31,32,6,1,1,0,1,0,22,0,0,5,1,"2",0,1,0
4,0,100,0,0,0,3,0,1,0,1,60,0,1,1,0,"2",0,1,0
5,60,14,14,6,6,1,1,0,0,0,58,0,0,5,1,"4",0,1,0
5,0,50,50,0,0,1,0,0,0,0,74,0,1,5,1,"2",0,1,0
4,10,30,30,20,10,1,1,0,0,0,60,0,0,7,1,"9",0,1,0
3,32,33,28,7,0,4,0,1,0,1,37,0,0,5,1,"7",0,1,0
4,20,40,20,20,0,1,0,0,0,0,59,0,0,2,0,"2",0,1,0
4,5,22,29,22,22,1,0,0,0,0,50,1,0,2,0,"6",0,1,0
4,14,21,8,22,35,4,1,0,0,0,41,0,0,5,1,"3",0,1,0
4,5,20,10,20,45,5,1,0,0,0,71,0,1,1,0,"4",0,1,0
5,0,13,69,4,14,1,1,0,1,0,32,0,1,5,1,"3",0,1,0
5,0,15,73,10,2,1,1,0,1,0,21,1,0,4,0,"5",0,1,0
5,10,20,20,14,36,1,0,0,0,0,38,1,0,6,1,"6",0,1,0
3,10,10,20,20,40,2,0,1,0,1,62,0,1,2,0,"1",0,1,0
5,5,20,20,5,50,1,0,1,0,1,78,1,1,5,1,"4",0,1,0
4,25,25,25,25,0,1,1,0,1,0,62,0,1,2,0,"2",0,1,0
5,0,25,70,5,0,1,1,0,1,0,41,0,0,5,1,"7",0,1,0
4,40,15,19,10,16,1,1,0,1,0,42,0,0,5,1,"3",0,1,0
4,15,50,20,10,5,1,1,0,1,0,22,1,0,4,0,"5",0,1,0
4,17,24,27,21,11,1,1,0,1,0,37,0,0,5,1,"4",0,1,0
4,15,25,25,25,10,2,0,0,0,0,60,1,1,2,0,"2",0,1,0
5,0,40,40,20,0,1,1,0,0,0,75,0,1,6,1,"4",0,1,0
3,41,22,9,19,9,1,1,0,0,0,37,0,0,5,1,"1",0,1,0
5,11,28,37,24,0,1,1,0,1,0,33,1,0,5,1,"1",0,1,0
2,65,5,2,3,25,5,0,1,0,1,60,1,1,5,1,"6",0,1,0
5,5,30,15,25,25,1,1,0,1,0,48,0,0,4,0,"3",0,1,0
2,54,0,0,0,46,5,0,1,0,1,74,0,1,2,0,"7",0,1,0
5,5,75,15,5,0,1,1,0,1,0,32,0,0,4,0,"3",0,1,0
5,35,20,15,10,20,1,1,0,1,0,30,1,0,3,0,"5",0,1,0
5,0,45,40,15,0,1,0,1,0,1,61,1,1,4,0,"1",0,1,0
